item_id,txt
6586,"Better than the first two, but still lacks; I am still going to need therapy for a few years after that stiffler dog poo scene. Don't ask. ""American Wedding"" is actually in some ways a pretty funny movie. But it was still kind of old and lacking in gross out comedies. They're getting weak and predictable. Unfortunately, what most audiences find amusing is people getting hurt or doing something very stupid and harmful to others. I would recommend this to finish up the trilogy. Just so you can see how it ends. Other than that, it's nothing I found hilarious. The ""American Pie"" trilogy was very over rated. I don't get how this was a supposed great movie trilogy to my generation. That's pretty sad. 5/10"
8528,"Great comedy for all different senses of humor; I don't wanna take too much of your time here, so I'll make this quick. If you like slapstick, sarcasm, weird, crude, nonsense, or even dark humor: this movie has it all! I've never seen a movie that works on so many different comedy levels as this. The main characters are pretty much ""homages"" to other films. Namely Vince Vaughn and Steven Root's characters being an homage to Peter Venknan and Louis Tully from ""GHOSTBUSTERS"", and Ben Stiller is sorta reprising this same type character he played in ""HEAVYWEIGHTS"" and ""HAPPY GILMORE"". If you love Vince Vaughn playing his typecast wise-ass roles, this movie is for you. If you loved stiller acting obscene and weird, this movie is for you. If you love straight out slapstick watching the actors obviously in real pain, this is for you. I haven't seen a comedy in a long, long time that everyone I know likes as much as this film. I can only hope that this first time director is surrounded with as much talent the next time around because the script is great, but the actors really put some icing on the cake from the looks of it!"
30894,"What?; The idea was awesome, the actors were incredible, the story could of been very scary, but the writing was poor and there was no depth. I couldn't really get into this movie. I couldn't feel for the characters, there were a lot of cliffhangers, and the movie just ends very weirdly. Was it a happy ending? I don't know. Was it a sad ending? Again, I don't know. You leave the theater feeling unsatisfied. The movie had so much to give, but couldn't. Just because you can edit, doesn't mean you should, right? I wouldn't really recommend this movie because you just can't say that you left the movie feeling like it was completed. You'll just be confused. Trust me, you will probably thank me if you don't watch this movie. 3/10"
32291,"Woody does it again....again....again....again, etc.; Woody Allen should stop making movies - or the same movie again and again. His last good film of this type was Hannah and Her Sister (1986) - at least he (Woody) wasn't in this film - it's one redeeming quality. He always has the same background with similar characters and for the first time he didn't make one bad film - he made two. It's too bad he can't make a film with a new idea. He should make a film without ""Woody Allen"" as every character. I was very surprised to see that this film opened in Europe before the States. If he thinks he's ""Taking This Show on the Road"" - it's too late. Don't Waste Your Money!"
6755,"Surprisingly moving; I'd been looking forward to seeing this movie for ages. As a fan of the Evil Dead series and Ash in particular, the idea of Bruce Campbell playing a retired Elvis impersonator who may or may not be the genuine article, teaming up with an elderly black man who thinks he's JFK and fighting an ancient Egyptian mummy sounds like laugh a minute, non-stop anarchy. So imagine my surprise when the film I saw was considerably more gentle than that. Sure, it's very funny in places and the duo's battle with the mummy was hilarious, nonsensical fun, but there is a genuine sense of humanity mixed in with it all. As Elvis, Campbell is a charismatic, gruff old man who spends his time looking back on the events of his life and Ossie Davis is equally charming as the crazy old fellow who thinks he may be JFK. Together, the two make a perfect on screen pair, attempting to defend their fellow rest home residents from a nightmarish apparition by night and struggling to retain their dignity in front of the staff and visitors by day. Don't be fooled by the fact that Campbell appears and battles an undead monster, this has otherwise little in common with the Evil Dead series. While those were great movies, this is far more poignant. It is equally deranged, but is at times funny, touching, uplifting and come the ending, sad too. Fantastic movie."
4238,"Not spectacular, but pretty much what one comes to expect from Lee Tamahori; After seeing The Edge and Mulholland Falls, I can't say I'm really surprised by the quality of this film. Still, I have to say that I did find this movie to be quite entertaining and thought it did what it was supposed to do, for a mystery-thriller. It takes off almost immediately, and succeeds in being thoroughly interesting. The plot is pretty good, and experiencing it unravel is pretty intriguing, possibly even more-so than that of other later and contemporary thrillers. The pacing is solid. The acting is good; Freeman is stellar as always, and Potter gives a convincing performance. Wincott surprised me with the high quality of his acting, but maybe that's because I've only seen him in Alien: Resurrection, and that movie can make even the most impressive actor seem talentless. Boorem was pretty good for a child-actor, but I have seen better(even at younger ages), so it's no massive accomplishment. The characters are fairly well-written and interesting, but I'm not sure they're entirely credible. The dialog is fairly well-written and equally well-delivered. The special effects are pretty standard stuff, except for a short car-sequence in the beginning which looked entirely convincing. I'm almost certain I know how they did it, but at the moment I saw it, I didn't think about it at all. They pulled that off quite nicely, I think. The film is, like many other recent thrillers, kept going through a number of plot twists, one more unlikely than the other. This is unfortunate, but it seems like that's the way thrillers are going these days. I will say that the twists could have been much, much worse. Overall, a standard mystery-thriller with a good cast and good for at least one attentive viewing. I recommend this to fans of one or more of the actors, the director(if he actually has fans, that is) and/or of the mystery and thriller genres. 7/10"
5065,"so scary; I saw this movie on television last night and watched it alone in the dark which is not such a smart thing to do for a guy like me because I'm very easily scared person. But I must say I enjoyed this movie never the less. It had a storyline who kept me interested the whole time but it also scared the h**l out of me. It has few scenes which made my heartbeat go up like the scene where John Klein (Gere) lies in bed, rolls over and suddenly his wive (Messing) appeared out of nowhere. The subject of this movie is also very interesting, after this movie I went online and did a little research on the matter. What I read there was very interesting and made me think a lot about the subject. I saw in the message board that people were complaining about that this movie doesn't follow the real events to the details but I must remind those people that this movie is only BASED on real events, this is a Hollywood movie, not a documentary. But I really liked this movie though I was to scared to go to bed the next two hours after it was finished. The scary part of this movie was not what it showed you, there was no gore and that kind of stuff but it made your imagination go frenzy, it was not so much what you saw but what you imagined what it would be like. This is not the greatest movie ever or anything like that but fine movie never the less."
6032,One of my all time favorite movies.; I watched this movie when I was younger and this has been one of my favorite movies of all time. The ending still touches me so. A very beautiful story with breath-taking views of France and Italy. I hope to re-enact the gondola scenes with the woman that I love one day. It is nice to see how Diane Lane has grown in her career. An Sir Laurence Oliver is a master of his craft. This is a great movie for all ages and families to view together with out worry of the movies we see today. I never get tired of watching this movie and would highly recommend this to anyone looking for a nice little romantic movie for the whole family to watch.
7375,"Just OK and predictable; Rented DVD and watched this film last night. I thought the movie was OK for a romantic comedy even though it was very predictable. Prince Edvard of Denmark is tired of paparazzi following him everywhere and decides escape somewhere. Lucky for him he sees a TV commercial for ""Girls gone wild"" in Wisconsin. There he enrolls in local University and meets Paige (played by Julia Stiles). I don't know if it is just me but every time I see Julia Stiles she plays the exact same character - too smart and too proper. You kind of know what to expect from her. At first, they seem to hate each other but soon enough Eddie (as he is known in Wisconsin) and Paige hit it off. As their relationship grows, paparazzi expose the truth. Thinking she has been deceived Paige breaks up with Eddie. In the meantime, Eddie's father becomes ill and he has to pass the throne to his son. Prince Edvard leaves for Denmark. Realizing that she made a mistake, Paige drops everything and jumps on a plane to Denmark. Edvard proposes to Paige and they get ready for his coronation. But the longer she stays in the castle, Paige realizes she cannot handle being a queen. Hence, she leaves him and goes back to Wisconsin to finish college. But at the and during the graduation ceremony Edvard shows up, they hug and kiss, and he tells her he'd wait for her forever. That is essentially the plot. There are few other subplots that never get fully developed (eg. his help and protector Soren). There is also an alternate ending to the movie, which in fact, I prefer. In the alternate ending (available on DVD) Edvard never comes back for Paige. Instead, we see several pictures of Paige as she advanced through college and graduation. The reason I liked this ending is because it was more realistic. Now I will list the problems that I had with the film. First of all, I didn't think there was much chemistry between the main characters, they fight and then suddenly they are in love in a matter of few weeks? Seems to me that the story was underdeveloped. I also don't believe that Eddie could just fall in love with one woman especially after what we see in the beginning. Initially, he is shown as irresponsible gigolo. There are also several plot holes: how could Eddie enroll in college, wouldn't his identity reveal who he is? They also tried to make it a comedy which to be honest didn't work for me. His helper Soren was too stiff and out of place. And finally, did anyone notice how the plot of this movie is similar to ""Coming to America"" with Eddie Murphy? Eddie Murphy and Arsenio Hall did such an outstanding job in the film that I would take ""Coming to America"" over ""The prince and me"" anytime."
30894,"""White Noise"" Is Actually More Of  A Flushing Sound; It seems that every actor takes regrettable roles, ones that are usually considered part of ""paying their dues"" and which are later forgiven or forgotten by their fans. John Wayne isn't remembered for his portrayal of Genghis Kahn, nor is Sly Stallone for his turn as Oscar. There is hope, then, that audiences seeing ""White Noise"" will have an equally short memory about Michael Keaton. How such a versatile and gifted actor got snared by this disjointed, convoluted, and amateurish attempt at a supernatural thriller is simply incomprehensible. The only 'name' in an otherwise unrecognizable cast, Keaton wanders through ""White Noise"" on auto-pilot, as though his instincts  recognizing the absence of a story  simply shut down his talent. Keaton is cast in the role of Jonathan Rivers, a rising architect married to an acclaimed author. Amicably divorced from a prior wife, doting dad to a son from the first marriage and soon-to-be dad in his second, Rivers is at the top of The Good Life. Alas, he is an irresistible target for the Fates, who throw his life into utter turmoil. People close to Rivers begin dying, one at first, then more, in a growing epidemic of death. These interconnected deaths are brought on by Rivers increasing obsession with EVP  'electronic voice phenomenon,' the supposed appearance of ghostly voices and images on video tapes and other media. Unfortunately, these fatal connections are never explored beyond their relation to EVP and the fact that such 'electronic meddling' disturbs 'them.' But who are 'they?' Why are they disturbed? We're not told. Neither do we learn how the dead are able to see the future. Or why the police never seem terribly suspicious of Rivers, despite his presence at the scene of so many gruesome deaths and accidents. In fact, the one thing of which we are certain at the end of the film is the sorrow Rivers expresses to his son. Viewers who wade into this morass are likely to be sorry, too. It remains to be seen whether Mr. Keaton's career, which somehow survived ""Johnny Dangerously,"" will escape the assault of ""White Noise"" as well. Leland Edward Stone"
27721,"Lush art movie; Ultimately, this movie is about a woman trying to locate a man who was (thought) lost in a (the) great war. I see this as symbolizing the human condition, which is a kind of war, the objects and weapons of which being our folly, ignorance and petty conflicts, and the woman and the man represent our highest ideals, beauty and truth, trying tirelessly and against all odds to regain the connection that was once lost. This much is, it seems to me, the archetypal story and meaning of almost all significant tales of fiction and poetry; a narrative structure that recurs in all art, also seen recently in Tim Burton's fantastic Big Fish, which was however much more intellectually complex. A Very Long Engagement is very French, very European, very Jeunet and very aesthetic. These are not bad elements, but nor are they unequivocally good, either. The film is also harsh and intense and very emotional, but much of this emotion is a very simplistic emotion that has hope and faith but also fear and insecurity, and ultimately ends up resolving very little, if anything at all. Cinematographically, the movie is absolutely beautiful. Every picture truly is a painting. But there is also a strong (and, I hesitate to say, effeminate) naivety which makes it reach for higher artistic grounds than it has the capacity to grasp. Overall, I thought it was slightly dull. It was beautiful, but didn't really achieve much of anything. It was the work of a director more in love with film-making per se than in the message he could have conveyed through it. 7 out of 10."
8972,"Oceans12 meets 'modern' Indiana Jones.. - no Indiana though.; .. Well, no Jones either. This movie has it all: Good guy, bad guy, intrigue, drama and love. Still it lacks the ability to mix it all up and make a tasty cocktail. It's more like a glass of warm beer. Anyway the plot is rather plain and straightforward, no surprises. It's one of those movies that makes you wonder, where did they get all those _flaming_ torches? - and whats up with all the lucky(and evidently accurate) guesses..? It has the ability to be OK(yep, merely OK), but fails miserably. When I tell people about it, they think it sounds a little cool, when in fact it actually kinda stinks. Go watch 'The Shawshank Redemption' instead - now thats a movie."
8981,"Tweens Need Not Apply.; Truly a film for all seasons, Closer is one of those rare films that will satisfy no matter what your particular caveat. What follows are merely a few examples of it's all-encompassing appeal. 1. Are You Trying To End A Relationship Without Feeling Guilty? If so, simply lure the unsuspecting party to see this film. from the cast they will automatically assume it to be a Runaway Bride/Alfie hybrid movie. Just wait until the internet chatroom scene, or the moment where Julia Roberts describes her sexual proclivities in the dirtiest language imaginable. ( This works best with sixteen year old girls with a Lizzy McGuire fixation ) 2. Are You A Big Stinking Pervert ? Then why not spend almost an hour sweating with anticipation at the prospect of seeing Natalie Portman giving the most sensual performance since Scarlett Johansenn in 'Lost in Translation' and then another hour trying to subdue your semi-tumescent member, an inevitable byproduct of the stripping scene. ( This Works best with fifteen year old nerds with Princess Amidala fixations ) 3. Are you a fan of incisive, honed and crafted writing, bought to life by a cast on the absolute top of their game, ( career bests for everyone involved ) and fashioned by a veteran director whose work still brims with wit, imagination and any other superlatives you care to lavish on him? In short. A movie made by grown ups, for grown-ups."
8977,"If you like historical epics, you'll like it, if not, then avoid; I enjoyed this film. Most of it seemed reasonably accurate and the battle scenes are very good. Hopkin's narration is a useful and necessary. You may be confused why all the Macedonians have Irish accents, and the other Greeks have 'English' accents - it is to portray the fact that although the Macedonians spoke Greek, they weren't total Greek in terms of ethnicity and history. This device can be confusing at first, but it does make some sense. If you like historical epics (e.g. Spartacus, War and Peace etc) you like this. If you are interested in Alexander the great, you'll also probably like this. If your favourite movie is 2Fast2Furious, its probably not your cup of tea. If you can't accept the fact that Alexander was bisexual, then a: get a life, its fact, b: go watch top gun instead :-)"
1392,"Underrated Gem; In the wake of the huge success ""Sideways"" is garnering lately, everyone should look back at this incredible film from Alexander Payne, which shows off everything he and writing partner Jim Taylor are best at- the dark skewering of small-town America, rich with satire and heart. I had seen all of Payne's films except this one, and although I really loved all of them, this may be his most fully realized. This is probably because his targets are hit exactly dead-on, and the absurdity of the situations are in fact, achingly real. Laura Dern gives a wonderful and unflinching portrayal of Ruth, and the rest of the cast, especially Swoosie Kurtz, Mary Kay Place, and in a small role, Burt Reynolds, are exceptional as the targets of Payne's satire. Payne fills his films with little details of small-town life, and here they add so much to the point of the story. Take for example the grace that Kurtwood Smith's character gives, which is barely heard because of the roaring plane overhead. It is these details that are the crux of a story like this. So as ""Sideways"" continues to claim many awards (and rightfully so), I urge you to check out this earlier film from Payne, and experience a brilliant little film, and one of the gutsiest movies you may ever see."
8640,"Just don't get it.; I don't get why people bash this movie so much. I honestly cant see many things that are wrong with it. The acting by Mads Mikkelsen (Tristan) was excellent, And of course Keira Knightley's beauty alone is enough to see the movie. I didn't find it to be too boring or long. And i thought that the action scenes were spaced apart pretty good. I mean can you compare it to Gladiator, or Braveheart? no. I can understand how certain people are complaining about the film not being true to the time its supposed to take place in, how Sarmatians never fought for the roman empire, and other aspects of the movie. But people like that have to realize that this is a movie, it's purpose is to entertain, not to educate.However, this is just my opinion."
5810,"eminem album that i haven't heard of?; OK, I just found this Eminem album recently, but I'm not sure if it's legitimate or not, because I've never heard ANYTHING about it until now. Off The Wall...? Anybody else heard of it/know if it's legit or not? I'd just like to know....thanks. Also, when did this album come out? I follow him pretty close, and I have most of his stuff including Straight from the Lab EP, Infinite, and The Slim Shady EP, mostly underground stuff, so I don't know how I missed this one, maybe a foreign release? Oh well, PLEASE respond, I need to know if this album is real or not. Alright, I guess I need ten lines, so I'll ask another question. Does anybody know any good computer programs for making rap beats? I'm kind of interested in being creative in this way. Thanks. B"
140042,"Mr. Emotionaly deprived; Forty-something Mattia (Adriano Celentano) has every woman in town lusting after him. This starts during the opening credits and last the whole movie long, (except when he puts on a disguise, of course). Every time a woman wants to get hitched, he drags out his 'daughter' (actually the girl next door) to pass judgment on them. Needles to say, none of the ladies meet her requirements. But now this advertising student, Michela, is about to turn 18 and her feelings for 'daddy' are drifting dangerously into taboo territory. Mattia does not notice, but then this guy emotes less than a Golem made of stone. I think he only smiled once in the entire picture, and that was when he was pretending to be someone else. Mattia is actually confessing everything to a priest. As he obviously enjoys bragging about his conquests to this poor clergyman, they go jogging and cycling while he rambles on. This framework is simply an excuse to put in a couple of cookie Tex Avery gags in some of the romantic episodes (since we are seeing it the way Mattia recalls it) . The most amusing of these is his affair with Rosala the clothes store owner and her jealous Pygmy husband. Less well rounded are his flings with Gloria the American reporter and an ebony lady. The latter features the most politically incorrect imitation of a coloured man since Gene Wilder in Silver Streak. Michela remains the only interesting female in the picture, but only just. Daddy dearest helps her to cheat during a geography exam with the use of a typewriter and a role of toilet paper. Notice that none of her classmates fall for him (probably still under age). That Adriano Celentano sure likes to show off his chest. Nearly every outfit he wears is cut like Montalban in The wrath of Kahn. I don't recall anybody actually walking around like that in the early eighties. Anyway, our worst fears have come true: barely legal Michela really wants to sleep with the man everybody thinks is her father. Sure she has a nerdy love interest of her own called Claudio, but she prefers some of those Celntano pecks. They go for a pointless trip to Milano to have a serious father-daughter discussion (via walkie talky). Michela then decides it's time for some wrath and gives Mattia's latest lover her blessing. So now he has to tie the knot with this blonde with a cleaning fixation and we can finally say goodbye to all of these flashbacks. Time for a 'shocking' grand finale that left me as cold as Celentano. 4 out of 10"
6768,"Luther for whom?; Here we have another bio-film a la Hollywood, in which a major character in History is abused to please some social sector willingly to spend their money, if and only if, the character fits the frame of traditional pattern in which he/she survives. Martin Luther has been downgraded to a well-known simplistic dialogue served under factual circumstances, so the film might be visualized and accountable as a historical reproduction through art. Once the spectator identifies the venue of (his/her) knowledge in the images, as soon as the dialogue between images and spectator stabilizes, any one may buy any 'secondary' nuances in the replica, such as an impossible Luther as portrayed by an unfitting Fiennes, or a Von Bora, playing courtier, by an actress whose name sounds irrelevant now. Certainly, period and costumes are closely observed, masses and individuals are well balanced even though the film fails to deliver the strength of revolution and reformation to the plot. Another masquerade, unworthy of a man like Martin Luther."
30822,"Decent film a little over produced; Bottom line, good. Not great, or ""best picture of the year"" but a good film with some excellent acting by all involved, especially Topher Grace. My one criticism might be the overbearing music and musical video interludes""Here is the music to show that he is sad"" ""Here is the music to show that he is Lost"". Didn't work. Don't get me wrong, Barry Levinson in ""Homicide Life on the Street"", I thought always did a good job at using music to convey emotion when words do not suffice. But Paul Weitz is no Barry Levinson. Perhaps a few more jobs under his belt and it wont be so awkward. But then again, it could have been some studio stooge sent to ""retail it up"" and not really his fault. Quaid I thought did a good job at conveying his character's awkwardness with having a boss half his age and none of his experience (There are some great lines scattered throughout that I wont spoil here). Add in that he is at that age where he is too young to retire and too old to start again you get a setting that is all too familiarly frightening to many of us. In a business world where buzz words, gimmicks and youth obsession are too often substituted for experience and wisdom, Weitz successfully created an appropriate emblematic figure in Carter Duryea. Almost ""Soviet"" in his unquestioned beliefs, he goes through a mostly believable transformation that ends appropriately, and not as Hollywood sap. For Hollywood, this is a very good film. For the world of film in general, just good."
7361,"A true Masterpiece that leaves a lasting impression; Entering the movie theater, I expected the Eternal sunshine..., to be one of the many mediocre movies dealing with love, where the most intriguing thing would be when and how the couple will kiss, make up and then the lights will go on and the female part of the theater will leave happy while the males, a little bored and already thinking of going home and watching the sport news, will be trying to suppress their moans....but NO this movie was something different, something out of the ordinary and truly inspiring. It would recommend it to anyone who is willing to explore his own feelings, reach out to the bottom of his soul and maybe, just maybe at the end this will help you understand why men and women need each other no matter what"
1219,"Among the Most Influential Films of All Time; This film has to rank as probably one of the most influential films ever made. It's one of those films that is referenced constantly. By the way, this is a film where the less you know about it beforehand, the more powerful it is. In fact in the original advertising, Hitchcock asked viewers not to reveal the film's shocks to their friends afterwards, and also that viewers had to be seated from the beginning of the film (when ""Psycho"" was released people were in the habit of walking into movies at any point). As a result, i will try my best not to give too much away. Based on a fairly good thriller by Robert Bloch, inspired by the life and crimes of real-life serial killer Ed Gein, this movie constantly unsettles the viewer. Hitchcock knew about suspense and he knew how to manipulate an audience which he does here brilliantly. Almost everything in this film is pitch perfect and the shocks are still striking. The actors, especially the brilliant Anthony Perkins, are all superb. Special note has to be taken of the famous score by Bernard Herrmann. Whether or not you're a horror movie fan, this is a must-see."
69224,"A love story which highlights the class struggle in the 90s and the nostalgia of yesteryear; Marius ET Jeannette is a nostalgic film created to highlight class struggle and things long gone. The latter is evident by the close nit community given by the living arrangements and how the people interact. The class struggle, given by the poor precarious employment and by the simplicity of life, where sex seems to be the only interest they can afford, highlights a longing for the France that once was the biggest power in the European union ( notice how in the beginning of the movie, a world balloon floats in the once great harbour - a symbol of globalisation and capitalism that has left France behind). Overall the movie is the same as many other french romantic movies .. a very slow start to a seemingly pointless love story , where all you can think is ""get over it you two and get together!"" and where the ending is rather disappointing. I wouldn't recommend it unless you had to study the french bitterness of the 90s."
608,"very good...YAW!!!; Don't get me wrong, Fargo was an excellent movie. Frances McDormand was perfect and deserved her Oscar, the plot was well put together, and the pace flowed well. However, I have to say that this film is just a little bit overrated. It is an excellent comedy, but when I first saw it, I was expecting a little more. It was hilarious (those accents), however the ending was weak and I don't think it was an Oscar caliber movie. I also can't see why it is on the top 100 films of all time list according to AFI. It was like 90 or something. Comedy wise, it's right up there, but poignant films such as American Beauty, Almost Famous and Traffic are much more deserving of being on a 100 Greatest list. I can see how it is popular, but it isn't ""that"" good. Overall though, it was very enjoyable to watch and it is a cult classic. 9/10..."
30812,"Now do you see how good Leo is??; Titanic was such a disaster for Leonardo DiCaprio's credibility, but I think he's finally won it back with this one. I think this an exceptional performance from Leonardo and I agree with comparisons to DeNiro in Raging Bull and Taxi Driver. Go on all you Leo critics: watch The Basketball Diaries and What's Eating Gilbert Grape, etc etc. the boy can act!! I was critical of his performances in The Beach and Gangs Of New York (which I don't really like as a film), but this performance in the Aviator has won over a lot of Leo-haters, so intense, you can just see how hard he's working! My only criticism of The Aviator is it's too long. I don't know why everyone is making 3hr films nowadays, but I think Scorsese could have cut 30 to 60 minutes off this one, and still told us the story, it drags on and on. other than that it's excellent, it tells the story of genius Howard Hughs who I knew nothing about before. Well done Mr DiCaprio - keep it up! I'm a bit worried about Baz Luhrmann's Alexander, but it could be excellent."
7090,"Somewhat hyped..; We would give this movie a 6.5, no more than that. Maybe less. What did we enjoy? The story, which is beautiful, and *spoilers* roughly, is told in a few different ways. What didn't we like? A lot of the meaning (for the viewer) here seems to be in developing ideas from similar films such as crouching tiger. While this works for the film fans, we suspect that for people who see ""Hero"" as a stand-alone project, such meanings will be lost. And in that case, what are we left with? 1. The fighting scenes in this film were exaggerated. 2. The character of the young-woman warrior (Moon) didn't really play any role. Seemed that her presence in the movie was meant to capture some viewers who remembered her from crouching tiger / hidden dragon. As some commented, the sex scene with her did not contribute anything to the film. Neither do her fight scenes. In particular, the one where she fights Flying Snow amongst the falling leaves was ridiculous. This scene seemed bent on infusing emotion into the viewer in a very explicit way  reminded me of Fleetwood Mac's music  just tries too hard to infuse you with emotion. 3. In general, it seemed that all the good motives in crouching tiger were taken to an extreme here  the flying scenes, walking on water scenes etc' simply don't play any important role here. As far as Jet-Li films go, our favorites are clearly his earlier, non-westernized works  Fist of Legend, Last Hero in China, The Legend of Fong Sai Yuk (Truly amazing film!),"
74857,"Strategic Air Command; As a retired Air Force member and having been in SAC several times allows me to appreciate the attention to detail of this movie in spite of the ""Hollywooding"" of some aspects. In particular the character of General Hawkes is remarkably similar to certain ""real world"" leaders of SAC (LeMay?). All in all its an outstanding look at the Air Force of the early fifties with an additional bonus of viewing the ""real"" buildings and equipment of the era (sadly lacking in newer offerings) and seeing some now-museum-piece aircraft on the ground and in flight. Of particular note to aircraft buffs is the shot of a B-45 in the back ground during the landing of the ""civilian"" DC-3. Detractors of this movie have obviously never served and don't understand..... Outstanding period piece."
2376,"One Of The Best James Bond Movies Of All Time; A View To A Kill (1985) is one of the most action-packed 007 movies ever made. It also features excellent dialogue, a great villain portrayed by Christopher Walken, awe-inspiring car chases and an explosive ending! The opening sequence or ""teaser"" for this Bond film is one of the best ever filmed. The teaser features James Bond skiing down a mountain trying to escape from the bad guys. Oh, and during one part of the teaser, a great song by The Beach Boys is played. The Bond song for this film is exceptional in all aspects of the word. The song is wonderfully song by Duran Duran. As for James Bond himself, he is superbly played by Roger Moore. Some people think that he was too old to play 007 in this film, but I do not agree with them. Sure he was older than the previous Bonds but he wasn't as old as some people said he was. Q has a short but memorable part in this Bond film. In this movie, Q is just as funny as he is in other Bond films... and then some! If you are a James Bond fan you should watch this incredible film, and even if you are not a Bond fan, you'll really like the action sequences!"
1635,"A Gem of Film; This is one of my favourite films ever. I absolutely love the feel of it, wonderful 60s/70s feel, wonderful performances from Sigourney Weaver, Elijah Wodd, Kevin Kline, Christina Ricci and Tobey Maguire (And Katie!). Loads of my favourite actors. i love the honesty of it, it seems real to me, the awkwardness of the teenagers and their budding sexuality, I really believed this film. I don't agree that Tobey Maguire is too blank faced or that Katie Holmes would never have had him in her house, s'not true. Tobey is a great awkward teenager, and I can imagine exactly that situation occurring, in fact something like that has happened to me in the past on more than one occasion (with myself as the less attractive teenager!). I love the reality of the rejection of the better looking kid (as happens to Elijah Wood). I am such a fan of Elijah Wood, I really hope playing Frodo the Hobbit has not typecast him too much as a comedy fantasy character in everyone's minds, he's also great in The Eternal Sunshine of the Spotless Mind. Not that I dislike his performance as Frodo - I think it's great - I just know that will put loads of people off him. Do watch this film!!"
27220,"One of the worst movies of all time; This has got to be one of the worst movies ever. It certainly is the worst movie I have ever seen. The acting is horrendous, especially when compared to the original. The jokes, which worked perfectly in Cruel Intentions, fall flat and are the same, word for word, as the original ones. The actors in the movie are not particularly attractive people, and the plot is horrible. I loved the first movie, the acting was great and the jokes were funny. This, however, is simply a bad, bad rehashing. Don't bother to watch this, watch the original instead. I will never get back the hour plus of my life that I wasted watching this."
30894,"Extremely Poor Film; I've just seen this film and can't believe how such a poor , cliché-ridden film has been given such a promo push in the UK. The premise ( as presented) is laughable and the script works better as a spoof than a thriller. It has more stereotypes than a 'carry on' film ( can't give detail as will spoil film - if possible ). Michael Keaton is a favourite of mine but i'm sure his obvious intelligence would have caused him problems with this material. About 20 people ( out of 200 ) walked out of the audience I was in and people were chatting. Clichéd, formulaic thrillers can still provide a couple of hours of innocent fun. Not this one."
3070,"A film that makes Manos look good; I kept hearing from people that this film was really smart and funny and cool and so on, so I gave it a whirl. My mistake. There's nothing resembling a plot or a joke, the acting is appalling and the half hour I watched before saying words I wouldn't say in front of my mother and switching off contained no redeeming features whatsoever. Why is this film worse than Manos? Because Manos had no budget and no professionals involved, is why. Buckaroo Banzai is on par with Manos in virtually every department, except that its cast contains normally excellent actors like Peter Weller, Jeff Goldblum and Christopher Lloyd. If you die and go to hell, this film will be showing at the cinema. Avoid at all costs."
30707,"Pure, unbridled excellence; I'll cut to the chase -- this movie is flawless. The direction, cinematography, and writing are all significantly better than ""Mystic River,"" with all three leads (Clint Eastwood, Hilary Swank, and Morgan Freeman) turning in Oscar-worthy performances. ""Million Dollar Baby"" is an intimate triumph, and could legitimately be called an ""instant classic."" The specifics of the story are available everywhere, so I'll spare those details. Less often discussed is the skill with which Eastwood treads the razor-thin border between ""been there, done that"" and perfection. A look at this film's basic premise might make it appear rife with potential cliché, and the finished product may have lived down to that expectation in the hands of a less insightful director. Watching Eastwood evade the unintentional humor of Hollywood's traditional ""underdog-made-good"" stories (and soaking up the leads' brilliant performances) comprises much of the appeal of the film's first two acts. The third act is simply arresting. The acting is one hundred percent flawless throughout the film's last thirty minutes. The pacing remains perfect. To a man, the sold-out audience of which I was a member was utterly, silently transfixed after the beginning of the film's third stanza. As soon as you possibly can, see this movie. There is good reason for the unilaterally glowing reviews it has received from the ""big"" critics: ""Million Dollar Baby"" is a masterpiece."
8969,"A bit disappointing; As a big fan of the BJ books, I was prepared to some disappointment when I went to see this movie. After all, the first movie was less funny than the book too. Still, that movie was very well done and enjoyable. This one, well, less so. First of all, Renee got too much weight. This might seem a silly detail but if we want to believe that the movie starts just 6 weeks from where the 1st one ended, well, the protagonist looks too different for us not to notice... Apart from this, the actors are as good as in the first one - of course. But the plot is weaker, and not well organized. What made sense in the book doesn't in the film (e.g. the Rebecca sub-plot - what was that about??). Some of the funnier bits of the book are left out, which is a shame (the interview to Colin Firth in Rome obviously couldn't be there, but they could have done it with a different famous actor; the weekend at Rebecca's country house should have been there too). But most of all, some of the 1st movie is copied almost word by word! Even the camera angles are the same (e.g. the jumper scene at the beginning, or the knickers scene with Daniell Cleaver, or the fight scene). A bit too much. My favourite was Firth in the 1st film, but Hugh Grant is definitely the best part of the movie here - that role just fits him perfectly. The fight scene, even if copied from the first one, is really funny. Some other gags, like the skiing one, are hilarious too. So yes, there are some good parts, and maybe it might be worth watching it again to find some more. But I think they missed chance to make a fantastic sequel. Sharon Maguire did an excellent job with the first movie, and I definitely think she should have stayed. She is the real Shazzer after all... All in all, I'm going back to the books, and if Helen Fielding does write a 3rd one, I hope they'll do some more thinking before making a film from it!"
